source_code,return_reason,rpi_count
FLIPKART,MULTIPLE_ISSUES_WITH_PRODUCT,3
MYNTRAPPMP,Defective product was delivered,4
MYNTRAPPMP,Design is different,10
NYKAA_FASHION,Change of mind - Don't need it anymore,21
NYKAA_FASHION,Return expected on panel,11
SNAPDEAL,Button_Zipper_Issue,1
SNAPDEAL,Color_did_not_look_good_,1
SNAPDEAL,received_a_different_item,2
MYNTRAPPMP,Generic Return Reason,1
AMAZON_FBA_IN,DAMAGED_BY_FC,1
AMAZON_FBA_IN,SWITCHEROO,1
AMAZON_FBA_IN,UNWANTED_ITEM,1
AMAZON_FBA_IN,UNDELIVERABLE_REFUSED,10
AMAZON_FBA_IN,DEFECTIVE,2
NYKAA_COM,Wrong Product - Wrong item sent,1
NYKAA_FASHION,Received wrong product- Wrong item sent,3
SNAPDEAL,Design_did_not_look_good,1
SNAPDEAL,Size_too_Small_,1
SNAPDEAL,Partial_Order_Received_By_Customer,1
FLIPKART,MISSING_ITEM,2
FLIPKART,COLOR_STYLE_ISSUES,2
SNAPDEAL,Fabric_not_good,1
FLIPKART,DEFECTIVE_PRODUCT,12
FLIPKART,DEAD_ON_ARRIVAL,3
FLIPKART,ACCESSORY_DEFECTIVE,1
AMAZON_US_API,AMZ-PG-APP-TOO-LARGE,4
AMAZON_US_API,CR-QUALITY_UNACCEPTABLE,1
AMAZON_US_API,CR-UNWANTED_ITEM,3
AMAZON_IN_API,NEVER_ARRIVED,3
AMAZON_IN_API,CR-DAMAGED_BY_FC,2
AMAZON_US_API,DID_NOT_LIKE_FABRIC,1
AMAZON_US_API,DID_NOT_LIKE_COLOR,1
AMAZON_US_API,CR-MISSED_ESTIMATED_DELIVERY,1
AMAZON_FLEX_API,Performance or quality not adequate,25
AMAZON_OMNI,Performance or quality not adequate,1
AMAZON_OMNI,Too small,2
AMAZON_OMNI,Different from what was ordered,1
MYNTRAPPMP,Found a better price outside Myntra,4
AMAZON_FLEX_API,Defective/Does not work properly,1
AMAZON_OMNI,Too large,1
SHOPIFY,Poor quality,7
TATACLIQ,,1
SHOPIFY,Does not fit,2
SHOPIFY,Not what I expected,3
SHOPIFY,cancel and refund ,12
SHOPIFY,no servcie return reshipping  ,1
SHOPIFY,no service retrun reshipping ,5
SHOPIFY,no service return reshipping ,1
SHOPIFY,no servcei reshipping ,1
SHOPIFY,no servcie retrun reshipping ,13
FLIPKART,,12
MIRRAW,undefined,1
CLOUDTAIL,,2
AMAZON_EASYSHIP,Too small,6
AMAZON_EASYSHIP,Different from website description,1
AMAZON_EASYSHIP,Too large,8
AMAZON_EASYSHIP,Performance or quality not adequate,5
AMAZON_EASYSHIP,Different from what was ordered,2
AMAZON_EASYSHIP,Did not like color,2
AMAZON_EASYSHIP,Style not as expected,1
AMAZON_EASYSHIP,Defective/Does not work properly,1
MYNTRAPPMP,Wrong size was delivered,2
AMAZON_FLEX_API,No longer needed/wanted,2
AMAZON_FLEX_API,Accidental order,1
AMAZON_FLEX_API,Ordered wrong style/size/color,1
LIMEROAD,,6
AMAZON_IN_API,,19
MYNTRAPPMP,undefined,1
MIRRAW,Return expected on panel,1
AMAZON_US_API,AMZ-PG-APP-TOO-SMALL,3
AMAZON_IN_API,DID_NOT_LIKE_COLOR,1
SHOPIFY,undefined,2
SHOPIFY,not working ,2
FLIPKART,undefined,11
GLOWROAD,,13
GLOWROAD,undefined,2
AMAZON_FLEX_API,,3
AMAZON_FBA_IN,ORDERED_WRONG_ITEM,1
AMAZON_FBA_IN,QUALITY_UNACCEPTABLE,1
NYKAA_COM,Didn't like the quality of product,1
FLIPKART,SMART_PICKUP_CHECK_OVERRIDE,1
NYKAA_FASHION,Product didn't fit- Too Large,18
JIOMART3P,Return expected on panel,3
NYKAA_FASHION,Change of mind - Don't need it anymore,3
NYKAA_FASHION,Product didn't fit- Too Small,7
FLIPKART,SIZE_FIT_ISSUES,165
AJIO_OMNI,Return expected on panel,404
FIRSTCRY,Not Satisfied with Item(s)/Fabric Quality,10
BEWAKOOF,It did not look good on me,2
FLIPKART,CUSTOMER_REMORSE,22
FLIPKART,QUALITY_ISSUES,89
FLIPKART,MISSHIPMENT,9
FLIPKART,MULTIPLE_ISSUES_WITH_PRODUCT,5
FLIPKART,DAMAGED_PRODUCT,1
AMAZON_IN_API,AMZ-PG-APP-STYLE,3
TATACLIQ,Return expected on panel,9
SNAPDEAL,Size_too_Large,7
SNAPDEAL,Color_did_not_look_good_,2
SNAPDEAL,Size_too_Small_,3
BEWAKOOF,Size too small,1
FLIPKART,MISSING_ITEM,2
LIMEROAD,Return expected on panel,7
AMAZON_IN_API,CR-QUALITY_UNACCEPTABLE,4
AMAZON_IN_API,CR-SWITCHEROO,1
MYNTRAPPMP,I did not like the fit,89
MYNTRAPPMP,Size is too Large,136
MYNTRAPPMP,Size is too Small,82
MEESHO,null null,25
AMAZON_FLEX_API,Too large,2
AMAZON_FLEX_API,Too small,5
AMAZON_FLEX_API,Performance or quality not adequate,1
AMAZON_FLEX_API,Style not as expected,1
AMAZON_FLEX_API,Did not like color,3
MYNTRAPPMP,Received a poor quality product,53
MYNTRAPPMP,It did not look good on me,55
MYNTRAPPMP,Different product was delivered,10
MYNTRAPPMP,Product image was better than the actual product,17
NYKAA_FASHION,Product is Missing,1
MYNTRAPPMP,Return expected on panel,28
MYNTRAPPMP,Found a better price on Myntra,5
MYNTRAPPMP,Color is different,8
MYNTRAPPMP,Product looked old,8
MYNTRAPPMP,Design is different,5
MYNTRAPPMP,Generic Return Reason,4
MYNTRAPPMP,I do not need it anymore,26
MYNTRAPPMP,Defective product was delivered,3
MYNTRAPPMP,Found a better price outside Myntra,3
MYNTRAPPMP,Wrong size was delivered,4
MYNTRAPPMP,Product was dirty and had stains,2
NYKAA_FASHION,Didn't like the quality of product,9
CRED,I didn’t like the fit,1
AMAZON_IN_API,DID_NOT_LIKE_COLOR,1
SNAPDEAL,received_a_different_item,2
SNAPDEAL,Fabric_not_good,3
SNAPDEAL,Product_not_as_displayed_on_website,1
FIRSTCRY,Size Issue,15
BEWAKOOF,Size too big,5
AMAZON_EASYSHIP,Too large,8
AMAZON_EASYSHIP,Too small,8
AMAZON_EASYSHIP,Style not as expected,3
AMAZON_EASYSHIP,Different from what was ordered,1
AMAZON_EASYSHIP,Performance or quality not adequate,2
AMAZON_IN_API,AMZ-PG-APP-TOO-SMALL,2
FIRSTCRY,Bought By Mistake,2
FLIPKART,STYLE_FIT_ISSUE,1
AMAZON_FLEX_API,Different from what was ordered,1
ANS_COMMERCE,Size issue ,1
GLOWROAD,Return expected on panel,1
AMAZON_IN_API,AMZ-PG-APP-TOO-LARGE,3
SHOP101,Return expected on panel,1
ANS_COMMERCE,Not liked the product,2
ANS_COMMERCE,Colour issue ,1
NYKAA_FASHION,,1
AMAZON_FLEX_API,,1
MYNTRAPPMP,,2
LIMEROAD,,3
ANS_COMMERCE,Fabric issue ,2
FLIPKART,,1
MYNTRAPPMP,Return Reason - Thanos ROH approval flow,1
NYKAA_FASHION,Received wrong product- Wrong item sent,1
SNAPDEAL,i_didnt_get_what_i_ordered,1
FIRSTCRY,No Longer Needed,2
MYNTRAPPMP,RETURN BY CUSTOMER ,1
FLIPKART,cancelled,13
AMAZON_IN_API,CR-UNWANTED_ITEM,2
NYKAA_COM,Received Damaged Product,1
FLIPKART,QUALITY_ISSUE,1
FLIPKART,SIZE_FIT_ISSUES,117
AJIO_OMNI,Return expected on panel,7
FLIPKART,QUALITY_ISSUES,60
FLIPKART,MISSING_ITEM,2
FLIPKART,MISSHIPMENT,8
FLIPKART,CUSTOMER_REMORSE,15
MYNTRAPPMP,Received a poor quality product,101
AMAZON_IN_API,AMZ-PG-APP-STYLE,4
MYNTRAPPMP,It did not look good on me,64
MYNTRAPPMP,Return Reason - Thanos ROH approval flow,9
MYNTRAPPMP,I do not need it anymore,26
MYNTRAPPMP,Size is too Small,131
MYNTRAPPMP,Size is too Large,94
MYNTRAPPMP,I did not like the fit,184
MYNTRAPPMP,Design is different,21
MYNTRAPPMP,Product image was better than the actual product,25
MYNTRAPPMP,Return expected on panel,43
GLOWROAD,Return expected on panel,4
NYKAA_FASHION,Didn't like the quality of product,4
MYNTRAPPMP,Defective product was delivered,13
MYNTRAPPMP,Color is different,24
FLIPKART,DAMAGED_PRODUCT,1
MYNTRAPPMP,Different product was delivered,19
MYNTRAPPMP,,1
MYNTRAPPMP,Product looked old,23
MYNTRAPPMP,Found a better price outside Myntra,5
MYNTRAPPMP,Found a better price on Myntra,8
MYNTRAPPMP,Generic Return Reason,2
MYNTRAPPMP,Wrong size was delivered,10
MYNTRAPPMP,Product was dirty and had stains,6
NYKAA_COM,Received wrong product - Wrong size sent,1
NYKAA_FASHION,Product didn't fit- Too Small,4
NYKAA_FASHION,Received wrong product- Wrong item sent,4
NYKAA_FASHION,Received damaged/ defective product,2
MYNTRAPPMP,Delivery was delayed ,3
AMAZON_IN_API,CR-SWITCHEROO,1
NYKAA_FASHION,Change of mind - Don't need it anymore,5
AMAZON_FLEX_API,Style not as expected,1
AMAZON_FLEX_API,Too large,2
AMAZON_FLEX_API,Too small,1
AMAZON_FLEX_API,Different from what was ordered,1
TATACLIQ,Return expected on panel,1
NYKAA_FASHION,Product didn't fit- Too Large,3
AMAZON_IN_API,AMZ-PG-APP-TOO-SMALL,2
LIMEROAD,Return expected on panel,4
MYNTRAPPMP,Received a poor quality product,183
AMAZON_FLEX_API,No longer needed/wanted,1
FLIPKART,QUALITY_ISSUES,80
FLIPKART,SIZE_FIT_ISSUES,128
AJIO_OMNI,Return expected on panel,606
FLIPKART,MISSHIPMENT,15
FLIPKART,CUSTOMER_REMORSE,15
NYKAA_FASHION,Received wrong product- Wrong size sent,3
NYKAA_FASHION,Product didn't fit- Too Large,45
FLIPKART,SMART_PICKUP_CHECK_OVERRIDE,1
NYKAA_FASHION,Didn't like the quality of product,51
NYKAA_FASHION,Product didn't fit- Too Small,34
TATACLIQ,Return expected on panel,57
MYNTRAPPMP,Size is too Large,365
AMAZON_IN_API,AMZ-PG-APP-TOO-SMALL,19
FLIPKART,DAMAGED_PRODUCT,12
FLIPKART,DEAD_ON_ARRIVAL,2
FLIPKART,DEFECTIVE_PRODUCT,10
AMAZON_IN_API,AMZ-PG-APP-STYLE,3
FLIPKART,QUALITY_ISSUE,3
FIRSTCRY,Size Issue,13
AMAZON_IN_API,CR-QUALITY_UNACCEPTABLE,18
AMAZON_IN_API,CR-SWITCHEROO,11
BEWAKOOF,Size too small,5
AMAZON_IN_API,AMZ-PG-WJ-TOO-LARGE,5
AMAZON_IN_API,CR-DEFECTIVE,1
AMAZON_IN_API,AMZ-PG-APP-TOO-LARGE,7
AMAZON_IN_API,AMZ-PG-BAD-DESC,2
AMAZON_IN_API,CR-UNWANTED_ITEM,5
MYNTRAPPMP,I did not like the fit,412
MYNTRAPPMP,Color is different,76
LIMEROAD,Return expected on panel,10
MYNTRAPPMP,Size is too Small,418
FLIPKART,MULTIPLE_ISSUES_WITH_PRODUCT,3
MYNTRAPPMP,Defective product was delivered,32
MYNTRAPPMP,Return Reason - Thanos ROH approval flow,6
MYNTRAPPMP,Product looked old,55
MYNTRAPPMP,It did not look good on me,142
MEESHO,null null,43
MYNTRAPPMP,Design is different,21
SHOPIFY,Others,3
MYNTRAPPMP,Return expected on panel,125
MYNTRAPPMP,Generic Return Reason,5
MYNTRAPPMP,Product image was better than the actual product,82
MYNTRAPPMP,I do not need it anymore,56
AMAZON_EASYSHIP,Wrong size: too small/short,2
AMAZON_EASYSHIP,Missing or loose stone,1
AMAZON_EASYSHIP,Wrong size: too large/long,2
MYNTRAPPMP,Different product was delivered,44
MYNTRAPPMP,Wrong size was delivered,17
NYKAA_FASHION,Change of mind - Don't need it anymore,17
FLIPKART,COLOR_STYLE_ISSUES,3
NYKAA_FASHION,Return expected on panel,13
FIRSTCRY,Not Satisfied with Item(s)/Fabric Quality,5
MYNTRAPPMP,Product was dirty and had stains,12
MYNTRAPPMP,Found a better price outside Myntra,5
MYNTRAPPMP,Delivery was delayed ,8
MYNTRAPPMP,,1
MYNTRAPPMP,SPJ58524626-24crmanish,2
AMAZON_IN_API,CR-MISSING_PARTS,8
MYNTRAPPMP,undefined,3
AMAZON_EASYSHIP,Too small,2
AMAZON_FBA_IN,UNDELIVERABLE_REFUSED,2
AMAZON_FBA_IN,UNWANTED_ITEM,1
AMAZON_FBA_IN,QUALITY_UNACCEPTABLE,2
MYNTRAPPMP,Found a better price on Myntra,8
CRED,Incorrect product,1
MIRRAW,Return expected on panel,5
FIRSTCRY,Product Pricing Related Concern,2
NYKAA_FASHION,Received damaged/ defective product,6
SNAPDEAL,Design_did_not_look_good,2
FLIPKART_FA,Return expected on panel,1
FIRSTCRY,Return expected on panel,2
TATA_CLIQ,Return expected on panel,4
BEWAKOOF,Size too big,1
AMAZON_IN_API,AMZ-PG-WJ-TOO-SMALL,3
AMAZON_FLEX_API,Too small,4
AMAZON_FLEX_API,Damaged due to inappropriate packaging,3
AMAZON_FLEX_API,Style not as expected,2
AMAZON_FLEX_API,Did not like color,2
AMAZON_EASYSHIP,Performance or quality not adequate,2
AMAZON_EASYSHIP,Too large,1
AMAZON_EASYSHIP,Style not as expected,2
AMAZON_FLEX_API,Too large,2
AMAZON_FLEX_API,Performance or quality not adequate,3
AMAZON_FLEX_API,Different from what was ordered,1
AMAZON_EASYSHIP,No longer needed/wanted,1
BEWAKOOF,Wrong Product Delivered,1
SHOPIFY,CRI,9
SHOPIFY,,23
AMAZON_FLEX_API,,28
SHOPIFY,REFUND ,1
LIMEROAD,Return ,4
MYNTRAPPMP,SPJ58524551-24CRMAISH,2
FLIPKART,,2
FLIPKART,Return ,1
FLIPKART,ACCESSORY_DEFECTIVE,1
AMAZON_EASYSHIP,Return ,2
SHOPIFY,customer return,5
LIMEROAD,RTO,3
SHOPIFY,RTO,1
LIMEROAD,CR,1
MYNTRAPPMP,SPJ58508671-24CRMANISH,1
AMAZON_FBA_IN,APPAREL_TOO_SMALL,3
AMAZON_FBA_IN,APPAREL_TOO_LARGE,5
AMAZON_FBA_IN,DEFECTIVE,7
GLOWROAD,Return expected on panel,1
FLIPKART,MISSING_ITEM,1
AMAZON_IN_API,DID_NOT_LIKE_COLOR,2
FIRSTCRY,Item(s) Arrived Too Late,1
SNAPDEAL,i_have_an_issue_with_size_fit,1
AMAZON_IN_API,CR-ORDERED_WRONG_ITEM,2
NYKAA_FASHION,Incomplete Product or Set,1
MYNTRAPPMP,Size is too Small,360
AJIO_OMNI,Return expected on panel,194
FLIPKART,SIZE_FIT_ISSUES,558
NYKAA_FASHION,Product didn't fit- Too Large,21
NYKAA_FASHION,Didn't like the quality of product,14
FLIPKART,QUALITY_ISSUES,261
SNAPDEAL,i_have_an_issue_with_size_fit,5
FLIPKART,DAMAGED_PRODUCT,39
FLIPKART,MISSHIPMENT,66
FIRSTCRY,Size Issue,24
FLIPKART,CUSTOMER_REMORSE,59
JIOMART3P,Return expected on panel,33
FLIPKART,DEFECTIVE_PRODUCT,4
MYNTRAPPMP,I did not like the fit,337
FLIPKART,MULTIPLE_ISSUES_WITH_PRODUCT,5
AMAZON_IN_API,CR-UNWANTED_ITEM,3
AMAZON_IN_API,CR-SWITCHEROO,4
AMAZON_IN_API,CR-QUALITY_UNACCEPTABLE,13
AMAZON_IN_API,AMZ-PG-APP-TOO-LARGE,8
AMAZON_IN_API,AMZ-PG-APP-TOO-SMALL,10
MEESHO,null null,9
AMAZON_IN_API,AMZ-PG-APP-STYLE,2
MYNTRAPPMP,Received a poor quality product,278
MYNTRAPPMP,Product looked old,89
MYNTRAPPMP,Color is different,85
MYNTRAPPMP,It did not look good on me,152
AMAZON_FLEX_API,Too large,49
AMAZON_FLEX_API,Too small,52
AMAZON_FLEX_API,Performance or quality not adequate,29
AMAZON_FLEX_API,Style not as expected,9
AMAZON_FLEX_API,Better price available,5
AMAZON_FLEX_API,Different from what was ordered,8
AMAZON_FLEX_API,Defective/Does not work properly,11
AMAZON_FLEX_API,Item not as shown by photo on website,2
AMAZON_FLEX_API,Did not like color,1
MYNTRAPPMP,Return expected on panel,146
MYNTRAPPMP,Size is too Large,367
MYNTRAPPMP,I do not need it anymore,87
MYNTRAPPMP,Delivery was delayed ,4
MYNTRAPPMP,Design is different,30
MYNTRAPPMP,Different product was delivered,27
AMAZON_FLEX_API,Damaged during shipping,2
AMAZON_FLEX_API,No longer needed/wanted,3
MYNTRAPPMP,Product image was better than the actual product,86
MYNTRAPPMP,Wrong size was delivered,13
MYNTRAPPMP,Defective product was delivered,31
NYKAA_FASHION,Emergency - without QC,1
MYNTRAPPMP,Return Reason - Thanos ROH approval flow,4
FIRSTCRY,No Longer Needed,1
MYNTRAPPMP,Found a better price outside Myntra,8
MYNTRAPPMP,Generic Return Reason,8
MYNTRAPPMP,Product was damaged,1
MYNTRAPPMP,Product was dirty and had stains,21
MYNTRAPPMP,Found a better price on Myntra,24
AMAZON_IN_API,AMZ-PG-BAD-DESC,2
GLOWROAD,Return expected on panel,6
NYKAA_FASHION,Product didn't fit- Too Small,9
TATACLIQ,Return expected on panel,5
FIRSTCRY,Not Satisfied with Item(s)/Fabric Quality,14
FIRSTCRY,Item(s) Arrived Too Late,2
AMAZON_EASYSHIP,Missing parts or accessories,2
AMAZON_IN_API,CR-MISSING_PARTS,1
SNAPDEAL,received_a_different_item,2
FLIPKART,COLOR_SIZE_ISSUE,2
FLIPKART,STYLE_FIT_ISSUE,7
FIRSTCRY,Bought By Mistake,1
AMAZON_EASYSHIP,Incompatible or not useful for intended purpose,8
SHOPIFY,Return To Origin,9
AMAZON_FBA_IN,APPAREL_TOO_LARGE,4
AMAZON_FBA_IN,APPAREL_TOO_SMALL,2
AMAZON_EASYSHIP,Different from website description,2
NYKAA_FASHION,Change of mind - Don't need it anymore,4
LIMEROAD,Return expected on panel,1
AMAZON_IN_API,CR-ORDERED_WRONG_ITEM,1
FLIPKART,MISSING_ITEM,2
FLIPKART,QUALITY_ISSUE,6
SNAPDEAL,i_dont_like_the_item,2
NYKAA_FASHION,Received wrong product- Wrong size sent,1
AMAZON_IN_API,DID_NOT_LIKE_COLOR,1
AMAZON_IN_API,CR-DEFECTIVE,2
AMAZON_IN_API,CR-NOT_COMPATIBLE,3
BIGCOMMERCE,return & refund bag seems to be small,1
BIGCOMMERCE,return & exchange with Uk 5,1
BIGCOMMERCE,return & refund size issues,2
BIGCOMMERCE,Return & Exchange with UK10,1
BIGCOMMERCE,Return & Refund Size Issue,1
BIGCOMMERCE,Return & Refund Size Issue [ATST703-3-L & ATST703-3-2XL],2
BIGCOMMERCE,Return & Exchange With XL,1
BIGCOMMERCE,return & exchange with UK 7,2
BIGCOMMERCE,return AYTT051-2-7.0& refund size issues,1
AMAZON_FLEX_API,Ordered wrong style/size/color,1
SHOPIFY,Size,1
AMAZON_EASYSHIP,Too large,1
AMAZON_EASYSHIP,Too small,2
AMAZON_EASYSHIP,Different from what was ordered,9
AMAZON_EASYSHIP,Performance or quality not adequate,17
AMAZON_EASYSHIP,Defective/Does not work properly,3
AMAZON_EASYSHIP,Accidental order,4
AMAZON_EASYSHIP,No longer needed/wanted,4
AMAZON_EASYSHIP,Ordered wrong style/size/color,1
AMAZON_EASYSHIP,Damaged due to inappropriate packaging,1
BIGCOMMERCE,Return & Refund,2
AMAZON_FLEX_API,Incompatible or not useful for intended purpose,1
SHOPIFY,Size / Product Exchange,6
SHOPIFY,Other,6
AMAZON_FLEX_API,Different from website description,1
AMAZON_FLEX_API,Good Product,1
AMAZON_FLEX_API,Different/Wrong Product,1
SHOPIFY,,68
NYKAA_FASHION,Received damaged/ defective product,1
AMAZON_FLEX_API,Missed estimated delivery date,1
FLIPKART,SMART_PICKUP_CHECK_OVERRIDE,3
BIGCOMMERCE,return & exchange with S size,1
BIGCOMMERCE, return & exchange with UK 10,1
BIGCOMMERCE,return both & exchange with 2XL,2
BIGCOMMERCE,return & refund quality issues,1
BIGCOMMERCE,return & refund qiality issues,1
MYNTRAPPMP,Different shade/color/size,4
AMAZON_IN_API,RETURN,1
SHOPIFY,RETURN,9
SHOPIFY,Size Issue,1
BIGCOMMERCE,quality issues,1
BIGCOMMERCE,placed for unstrung racket,1
AMAZON_FBA_IN,UNDELIVERABLE_REFUSED,2
AMAZON_FBA_IN,QUALITY_UNACCEPTABLE,1
SNAPDEAL,the_item_is_not_working_properly,1
FLIPKART,MULTIPLE_ISSUES_WITH_PRODUCT,1
AJIO_OMNI,Return expected on panel,116
FLIPKART,QUALITY_ISSUES,16
FLIPKART,SIZE_FIT_ISSUES,22
FIRSTCRY,Size Issue,41
FIRSTCRY,Not Satisfied with Item(s)/Fabric Quality,52
AMAZON_IN_API,CR-QUALITY_UNACCEPTABLE,2
AMAZON_IN_API,AMZ-PG-APP-TOO-SMALL,7
AMAZON_IN_API,CR-NOT_COMPATIBLE,2
MYNTRAPPMP,Design is different,1
MYNTRAPPMP,Received a poor quality product,26
MYNTRAPPMP,I did not like the fit,19
MEESHO,null null,25
MYNTRAPPMP,Size is too Large,13
MYNTRAPPMP,Return expected on panel,8
FIRSTCRY,No Longer Needed,2
MYNTRAPPMP,Delivery was delayed ,1
MYNTRAPPMP,Size is too Small,17
MYNTRAPPMP,It did not look good on me,9
AMAZON_IN_API,CR-SWITCHEROO,2
FIRSTCRY,Item(s) Arrived Too Late,1
MYNTRAPPMP,Product looked old,5
MYNTRAPPMP,I do not need it anymore,3
MYNTRAPPMP,Found a better price on Myntra,2
MYNTRAPPMP,Color is different,2
FLIPKART,CUSTOMER_REMORSE,6
AMAZON_IN_API,CR-ORDERED_WRONG_ITEM,1
AMAZON_FLEX_API,Performance or quality not adequate,2
AMAZON_FLEX_API,Too large,1
AMAZON_FLEX_API,Style not as expected,1
AMAZON_FLEX_API,Different from what was ordered,2
MYNTRAPPMP,Product image was better than the actual product,2
MYNTRAPPMP,Different product was delivered,1
FIRSTCRY,Bought By Mistake,3
MYNTRAPPMP,Defective product was delivered,1
FIRSTCRY,Exchange with Different Color,1
AJIO_OMNI,Return expected on panel,279
FLIPKART,QUALITY_ISSUES,60
FLIPKART,DAMAGED_PRODUCT,6
FLIPKART,SIZE_FIT_ISSUES,120
FLIPKART,MISSHIPMENT,18
NYKAA_FASHION,Product didn't fit- Too Small,52
MYNTRAPPMP,Product looked old,129
FLIPKART,CUSTOMER_REMORSE,24
FLIPKART,DEFECTIVE_PRODUCT,13
SNAPDEAL,Size_too_Small_,7
NYKAA_FASHION,Product didn't fit- Too Large,68
AMAZON_IN_API,AMZ-PG-APP-TOO-LARGE,26
TATACLIQ,Return expected on panel,11
TATA_CLIQ,Return expected on panel,12
AMAZON_IN_API,AMZ-PG-APP-TOO-SMALL,25
AMAZON_IN_API,AMZ-PG-APP-STYLE,12
AMAZON_IN_API,CR-DEFECTIVE,5
AMAZON_IN_API,CR-QUALITY_UNACCEPTABLE,8
NYKAA,Change of mind - Don't need it anymore,3
FIRSTCRY,Size Issue,64
AMAZON_UK_API,AMZ-PG-APP-TOO-SMALL,1
AMAZON_IN_API,CR-NOT_COMPATIBLE,9
AMAZON_IN_API,CR-DAMAGED_BY_FC,1
BEWAKOOF,Size too small,1
BEWAKOOF,Not satisfied with product quality,1
MYNTRAPPMP,Received a poor quality product,499
AMAZON_FBA_IN,UNDELIVERABLE_REFUSED,2
LIMEROAD,Return expected on panel,6
MYNTRAPPMP,Size is too Large,470
MYNTRAPPMP,Size is too Small,452
MYNTRAPPMP,It did not look good on me,304
MYNTRAPPMP,Product was dirty and had stains,34
MYNTRAPPMP,I do not need it anymore,133
MYNTRAPPMP,I did not like the fit,651
MYNTRAPPMP,Product image was better than the actual product,151
MEESHO,null null,31
MYNTRAPPMP,Defective product was delivered,83
MYNTRAPPMP,Color is different,100
MYNTRAPPMP,Return expected on panel,219
MYNTRAPPMP,Different product was delivered,51
MYNTRAPPMP,Found a better price on Myntra,30
MYNTRAPPMP,Design is different,49
MYNTRAPPMP,Found a better price outside Myntra,24
AMAZON_IN_API,DID_NOT_LIKE_COLOR,3
NYKAA_FASHION,Received damaged/ defective product,7
NYKAA_FASHION,Didn't like the quality of product,63
NYKAA_FASHION,Change of mind - Don't need it anymore,24
CRED,Product received is different from the image shown,4
NYKAA_FASHION,Emergency - without QC,1
FIRSTCRY,Not Satisfied with Item(s)/Fabric Quality,18
FIRSTCRY,No Longer Needed,4
FIRSTCRY,Bought By Mistake,2
MYNTRAPPMP,Wrong size was delivered,15
NYKAA,Didn't like the quality of product,2
SNAPDEAL,Size_too_Large,7
MYNTRAPPMP,Return Reason - Thanos ROH approval flow,14
MYNTRAPPMP,Generic Return Reason,11
AMAZON_EASYSHIP,Dead battery/does not work,7
MYNTRAPPMP,Delivery was delayed ,16
AMAZON_IN_API,,1
AMAZON_IN_API,CR-SWITCHEROO,12
NYKAA_FASHION,Return expected on panel,6
CRED,Incorrect product,5
AMAZON_IN_API,CR-UNWANTED_ITEM,1
NYKAA_FASHION,Received wrong product- Wrong size sent,1
NYKAA_FASHION,Received wrong product- Wrong item sent,5
SNAPDEAL,received_a_different_item,3
AMAZON_EASYSHIP,Defective/Does not work properly,21
FLIPKART,ITEM_NOT_AS_DESCRIBED,1
AMAZON_US_API,AMZ-PG-BAD-DESC,1
AMAZON_US_API,CR-UNWANTED_ITEM,1
NYKAA,Product didn't fit - Too Large,1
NYKAA,Received wrong product - Wrong size sent,1
NYKAA,Return expected on panel,4
FLIPKART,STYLE_FIT_ISSUE,3
FLIPKART,QUALITY_ISSUE,2
NYKAA_FASHION,Product is Missing,1
SNAPDEAL,i_have_an_issue_with_size_fit,1
FIRSTCRY,Defective Items,1
BEWAKOOF,"Did not like product finishing (Loose thread, loose buttons etc)",1
FLIPKART,COLOR_STYLE_ISSUES,6
SNAPDEAL,Fabric_not_good,3
FLIPKART_FA,Return expected on panel,2
AMAZON_IN_API,CR-FOUND_BETTER_PRICE,1
AMAZON_IN_API,CR-MISSING_PARTS,1
AMAZON_FLEX_API,Incompatible or not useful for intended purpose,7
AMAZON_FLEX_API,Performance or quality not adequate,32
AMAZON_FLEX_API,Different from what was ordered,3
SHOPIFY,,822
AMAZON_FLEX_API,Too small,5
AMAZON_FLEX_API,Accidental order,2
AMAZON_FLEX_API,Damaged due to inappropriate packaging,10
AMAZON_FLEX_API,Ordered wrong style/size/color,4
AMAZON_FLEX_API,No longer needed/wanted,3
AMAZON_FLEX_API,Defective/Does not work properly,3
AMAZON_EASYSHIP,Too large,3
SHOPIFY,6734,1
SHOPIFY,6747,1
AMAZON_FLEX_API,Better price available,4
AMAZON_EASYSHIP,Wrong size: too small/short,11
AMAZON_EASYSHIP,No longer needed/wanted,15
AMAZON_EASYSHIP,Wrong size: too large/long,30
AMAZON_EASYSHIP,Different from what was ordered,10
AMAZON_EASYSHIP,Missing paperwork/manual/warrantee,2
AMAZON_EASYSHIP,Better price available,3
AMAZON_EASYSHIP,Missed estimated delivery date,4
AMAZON_EASYSHIP,Performance or quality not adequate,3
AMAZON_EASYSHIP,Different from website description,1
AMAZON_EASYSHIP,Item not as shown by photo on website,1
AMAZON_EASYSHIP,Tarnished/unacceptable condition,1
AMAZON_EASYSHIP,Accidental order,1
AMAZON_FLEX_API,Too large,1
SHOPIFY,others,25
SHOPIFY,undefined,209
LIMEROAD,,3
FLIPKART,,1
SHOPIFY,Size Is Too Big,3
SHOPIFY,6798,1
BEWAKOOF,Size too big,1
NYKAA,Received damaged/defective product,1
NYKAA_FASHION,Nykaa Return ,1
SHOPIFY,6634,1
AMAZON_EASYSHIP,undefined,3
AMAZON_FLEX_API,AMAZON FLEX ,2
SHOPIFY,Did Not Like The Product,3
NYKAA_COM,Received damaged/defective product,1
SHOPIFY,Received Wrong Product,2
